"rules","support","confidence","lift","count"
"{address,shrugs} => {hotel}",0.223529411764706,0.904761904761905,2.02380952380952,19
"{cash,shrugs} => {hotel}",0.211764705882353,0.9,2.01315789473684,18
"{newspaper,shrugs} => {hotel}",0.211764705882353,0.9,2.01315789473684,18
"{shrugs,excitement} => {hotel}",0.247058823529412,0.875,1.95723684210526,21
"{pause,shrugs} => {hotel}",0.247058823529412,0.875,1.95723684210526,21
"{rooms,shrugs} => {hotel}",0.235294117647059,0.869565217391304,1.94508009153318,20
"{wine,shrugs} => {hotel}",0.223529411764706,0.863636363636364,1.93181818181818,19
"{boyfriend,expect} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{bill,dollar} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{appreciate,dollar} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{dollar,expect} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{appreciate,john} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{appreciate,shocked} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{class,shrugs} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{parking,shrugs} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{brief,shrugs} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{unable,shrugs} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{rooms,shocked} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{address,bunch} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{shrugs,john} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
"{earlier,shrugs} => {hotel}",0.211764705882353,0.857142857142857,1.91729323308271,18
