"rules","support","confidence","lift","count"
"{climbing,recovered} => {captain}",0.117647058823529,1,3.4,10
"{process,reports} => {captain}",0.129411764705882,1,3.4,11
"{lever,fortune} => {captain}",0.129411764705882,0.916666666666667,3.11666666666667,11
"{reports,south} => {captain}",0.129411764705882,0.916666666666667,3.11666666666667,11
"{panel,fortune} => {captain}",0.129411764705882,0.916666666666667,3.11666666666667,11
"{route,sake} => {captain}",0.129411764705882,0.916666666666667,3.11666666666667,11
"{crashing,recovered} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{explode,recovered} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{dropping,recovered} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{avoid,engines} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{armed,ocean} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{dives,ocean} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{safety,strains} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{reports,route} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{reports,panel} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{leap,fortune} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
"{pulse,panel} => {captain}",0.117647058823529,0.909090909090909,3.09090909090909,10
